node_id,node_type,original_id,label
ingredient_32669,ingredient,to combine the ingredients oil,to combine the ingredients oil
ingredient_32670,ingredient,for deep frying ingredients for the curry curd dahi yogurt,for deep frying ingredients for the curry curd dahi yogurt
ingredient_32671,ingredient,whisked gram flour besan turmeric powder haldi 2 green chillies,whisked gram flour besan turmeric powder haldi 2 green chillies
ingredient_32672,ingredient,peeled and grated water salt,peeled and grated water salt
ingredient_32673,ingredient,to taste ingredients for tempering the kadhi ghee mustard seeds rai kadugu 5 curry leaves red chilli powder 2 dry red chillies asafoetida hing ingredients to garnish 4 sprig coriander dhania leaves,to taste ingredients for tempering the kadhi ghee mustard seeds rai kadugu 5 curry leaves red chilli powder 2 dry red chillies asafoetida hing ingredients to garnish 4 sprig coriander dhania leaves
recipe_32674,recipe,14778,Egg And Ridge Gourd Burji - Peerkangai Muttai Poriyal Recipe
ingredient_32675,ingredient,1 ridge gourd turai peerkangai 3 whole eggs 1 onion cumin seeds jeera mustard seeds rai kadugu white urad dal split black pepper powder oil salt,1 ridge gourd turai peerkangai 3 whole eggs 1 onion cumin seeds jeera mustard seeds rai kadugu white urad dal split black pepper powder oil salt
ingredient_32676,ingredient,salt 6 curry leaves,salt 6 curry leaves
recipe_32677,recipe,14779,Dahi Baingan Recipe - Brinjal In Curd Based Gravy
ingredient_32678,ingredient,chopped to bite size 1 onion,chopped to bite size 1 onion
ingredient_32679,ingredient,finely sliced curd dahi yogurt gram flour besan coriander powder dhania red chilli powder,finely sliced curd dahi yogurt gram flour besan coriander powder dhania red chilli powder
ingredient_32680,ingredient,adjust to taste 1 garam masala powder fennel powder 1 pinch turmeric powder haldi salt,adjust to taste 1 garam masala powder fennel powder 1 pinch turmeric powder haldi salt
ingredient_32681,ingredient,to taste 3 dry red chillies,to taste 3 dry red chillies
ingredient_32682,ingredient,adjust to taste sesame seeds til seeds coriander dhania leaves,adjust to taste sesame seeds til seeds coriander dhania leaves
ingredient_32683,ingredient,to garnish for tempering oil,to garnish for tempering oil
ingredient_32684,ingredient,as needed cumin seeds jeera mustard seeds rai kadugu black urad dal split 2 cloves laung 2 cardamom elaichi pods seeds 1 bay leaf tej patta 1 inch cinnamon stick dalchini curry leaves,as needed cumin seeds jeera mustard seeds rai kadugu black urad dal split 2 cloves laung 2 cardamom elaichi pods seeds 1 bay leaf tej patta 1 inch cinnamon stick dalchini curry leaves
ingredient_32685,ingredient,a few ginger garlic paste,a few ginger garlic paste
recipe_32686,recipe,14780,Avarakkai Poricha Kootu Recipe - Broad Beans Kootu Recipe
ingredient_32687,ingredient,chopped yellow moong dal split,chopped yellow moong dal split
ingredient_32688,ingredient,to taste ingredients for seasoning 1 sprig curry leaves mustard seeds rai kadugu coconut oil white urad dal split,to taste ingredients for seasoning 1 sprig curry leaves mustard seeds rai kadugu coconut oil white urad dal split
recipe_32689,recipe,14781,Thengai Poli Recipe - Coconut Poli Recipe
ingredient_32690,ingredient,for the dough whole wheat flour salt,for the dough whole wheat flour salt
ingredient_32691,ingredient,for kneading for the coconut filling fresh coconut,for kneading for the coconut filling fresh coconut
ingredient_32692,ingredient,grated palm jaggery,grated palm jaggery
ingredient_32693,ingredient,powdered cardamom powder elaichi ghee,powdered cardamom powder elaichi ghee
recipe_32694,recipe,14782,Konkani Style Dangar Recipe-Cabbage Fritters
ingredient_32695,ingredient,rice arhar dal split toor dal 1 onion,rice arhar dal split toor dal 1 onion
ingredient_32696,ingredient,finely chopped 1 dry red chilli red chilli powder turmeric powder haldi asafoetida hing,finely chopped 1 dry red chilli red chilli powder turmeric powder haldi asafoetida hing
ingredient_32697,ingredient,a pinch rice flour 1 sprig coriander dhania leaves,a pinch rice flour 1 sprig coriander dhania leaves
recipe_32698,recipe,14783,Bengali Style Chicken Rezala Recipe - Chicken Korma Recipe
ingredient_32699,ingredient,ground to paste 10 cashew nuts,ground to paste 10 cashew nuts
ingredient_32700,ingredient,ground to paste sesame seeds til seeds,ground to paste sesame seeds til seeds
ingredient_32701,ingredient,ground to paste 2 bay leaf tej patta 4 cloves laung 2 cardamom elaichi pods seeds 1 inch cinnamon stick dalchini 4 dry red chillies garam masala powder black pepper powder salt,ground to paste 2 bay leaf tej patta 4 cloves laung 2 cardamom elaichi pods seeds 1 inch cinnamon stick dalchini 4 dry red chillies garam masala powder black pepper powder salt
ingredient_32702,ingredient,for cooking chicken,for cooking chicken
ingredient_32703,ingredient,drumstick and thighs curd dahi yogurt sugar 10 saffron strands,drumstick and thighs curd dahi yogurt sugar 10 saffron strands
recipe_32704,recipe,14784,Instant Cucumber Pickle Recipe
ingredient_32705,ingredient,sliced red chilli powder asafoetida hing turmeric powder haldi methi seeds fenugreek seeds,sliced red chilli powder asafoetida hing turmeric powder haldi methi seeds fenugreek seeds
ingredient_32706,ingredient,powdered sugar 1 lemon,powdered sugar 1 lemon
recipe_32707,recipe,14785,Onion Raita Recipe - Pyaz Ka Raita Recipe
ingredient_32708,ingredient,curd dahi yogurt water 1 onion,curd dahi yogurt water 1 onion
ingredient_32709,ingredient,thinly sliced 1 green chilli,thinly sliced 1 green chilli
recipe_32710,recipe,14786,Mooli Gobhi Aur Methi Sabzi Recipe
ingredient_32711,ingredient,cut into florets 2 mooli mullangi radish,cut into florets 2 mooli mullangi radish
ingredient_32712,ingredient,cut into thick slices methi leaves fenugreek leaves,cut into thick slices methi leaves fenugreek leaves
ingredient_32713,ingredient,tighly packed 5 cloves garlic,tighly packed 5 cloves garlic
ingredient_32714,ingredient,slit turmeric powder haldi red chilli powder mustard oil salt,slit turmeric powder haldi red chilli powder mustard oil salt
recipe_32715,recipe,14787,Maharashtrian Green Chilli Thecha Recipe
ingredient_32716,ingredient,15 green chillies,15 green chillies
ingredient_32717,ingredient,chopped 10 cloves garlic,chopped 10 cloves garlic
ingredient_32718,ingredient,chopped oil mustard seeds rai kadugu asafoetida hing salt,chopped oil mustard seeds rai kadugu asafoetida hing salt
recipe_32719,recipe,14788,Angoor Raita Recipe
ingredient_32720,ingredient,curd dahi yogurt green grapes,curd dahi yogurt green grapes
ingredient_32721,ingredient,cut into two halves 1 sugar salt,cut into two halves 1 sugar salt
ingredient_32722,ingredient,as needed cumin powder jeera,as needed cumin powder jeera
ingredient_32723,ingredient,roasted red chilli powder mint leaves pudina,roasted red chilli powder mint leaves pudina
ingredient_32724,ingredient,few leaves for garnish,few leaves for garnish
recipe_32725,recipe,14789,Mughlai Keema Paratha Recipe
ingredient_32726,ingredient,3 whole eggs for the dough all purpose flour maida whole wheat flour rice flour,3 whole eggs for the dough all purpose flour maida whole wheat flour rice flour
ingredient_32727,ingredient,to make it crisp ghee,to make it crisp ghee
ingredient_32728,ingredient,or oil salt water,or oil salt water
ingredient_32729,ingredient,as required to knead for kheema mutton,as required to knead for kheema mutton
ingredient_32730,ingredient,minced 1 onion,minced 1 onion
ingredient_32731,ingredient,finely chopped 5 cloves garlic,finely chopped 5 cloves garlic
ingredient_32732,ingredient,minced 2 green chillies,minced 2 green chillies
ingredient_32733,ingredient,finely chopped 3 mint leaves pudina,finely chopped 3 mint leaves pudina
ingredient_32734,ingredient,finely chopped 5 sprig coriander dhania leaves,finely chopped 5 sprig coriander dhania leaves
ingredient_32735,ingredient,whisked oil,whisked oil
ingredient_32736,ingredient,as required for seasoning coriander powder dhania turmeric powder haldi for the all spice roast grind 2 cardamom elaichi pods seeds 3 cloves laung 4 whole black peppercorns 4 dry red chillies 1 inch cinnamon stick dalchini 1 black cardamom badi elaichi mace powder ajwain carom seeds,as required for seasoning coriander powder dhania turmeric powder haldi for the all spice roast grind 2 cardamom elaichi pods seeds 3 cloves laung 4 whole black peppercorns 4 dry red chillies 1 inch cinnamon stick dalchini 1 black cardamom badi elaichi mace powder ajwain carom seeds
recipe_32737,recipe,14790,Besan Methi Paratha Recipe
ingredient_32738,ingredient,for the besan methi stuffing oil gram flour besan asafoetida hing ajwain carom seeds cumin seeds jeera red chilli powder coriander powder dhania cumin powder jeera amchur dry mango powder garam masala powder salt,for the besan methi stuffing oil gram flour besan asafoetida hing ajwain carom seeds cumin seeds jeera red chilli powder coriander powder dhania cumin powder jeera amchur dry mango powder garam masala powder salt
ingredient_32739,ingredient,to taste 1 methi leaves fenugreek leaves,to taste 1 methi leaves fenugreek leaves
ingredient_32740,ingredient,finely chopped for the dough whole wheat flour water,finely chopped for the dough whole wheat flour water
ingredient_32741,ingredient,to bind the dough salt,to bind the dough salt
ingredient_32742,ingredient,to cook the parathas,to cook the parathas
recipe_32743,recipe,14791,South Indian Style Sorakkai Kootu Recipe - Bottle Gourd Cooked with Lentils
ingredient_32744,ingredient,diced small yellow moong dal split turmeric powder haldi to be ground to paste fresh coconut cumin seeds jeera 2 red chilli powder for the seasoning oil mustard seeds rai kadugu white urad dal split 1 dry red chilli,diced small yellow moong dal split turmeric powder haldi to be ground to paste fresh coconut cumin seeds jeera 2 red chilli powder for the seasoning oil mustard seeds rai kadugu white urad dal split 1 dry red chilli
ingredient_32745,ingredient,broken into half 1 pinch asafoetida hing 2 sprig curry leaves,broken into half 1 pinch asafoetida hing 2 sprig curry leaves
recipe_32746,recipe,14792,Pita Saga Bati Basa Recipe
ingredient_32747,ingredient,glinus oppositifolius,glinus oppositifolius
ingredient_32748,ingredient,roughly chopped 1 potato aloo 1 tomato 1 onion 1 brinjal baingan eggplant 4 cloves garlic 2 green chillies 4 badi wadi,roughly chopped 1 potato aloo 1 tomato 1 onion 1 brinjal baingan eggplant 4 cloves garlic 2 green chillies 4 badi wadi
ingredient_32749,ingredient,sun dried lentil dumpling mustard seeds rai kadugu cumin seeds jeera turmeric powder haldi salt,sun dried lentil dumpling mustard seeds rai kadugu cumin seeds jeera turmeric powder haldi salt
ingredient_32750,ingredient,as needed mustard oil,as needed mustard oil
recipe_32751,recipe,14793,Homemade Soft Idli Recipe - Steamed Rice and Lentil Cake
ingredient_32752,ingredient,idli rice 1 white urad dal whole methi seeds fenugreek seeds salt water,idli rice 1 white urad dal whole methi seeds fenugreek seeds salt water
recipe_32753,recipe,14794,Kadai Vegetable Sabzi Recipe (Mixed Vegetable Saute with Spices)
ingredient_32754,ingredient,small florets steamed 2 carrots gajjar,small florets steamed 2 carrots gajjar
ingredient_32755,ingredient,diced or sliced,diced or sliced
ingredient_32756,ingredient,steamed green beans french beans,steamed green beans french beans
ingredient_32757,ingredient,cut into 1 inch pieces,cut into 1 inch pieces
ingredient_32758,ingredient,steamed 1 onion,steamed 1 onion
ingredient_32759,ingredient,diced 3 cloves garlic,diced 3 cloves garlic
ingredient_32760,ingredient,grated homemade tomato puree,grated homemade tomato puree
ingredient_32761,ingredient,or tomatoes diced cardamom powder elaichi turmeric powder haldi coriander powder dhania garam masala powder red chilli powder kasuri methi dried fenugreek leaves oil,or tomatoes diced cardamom powder elaichi turmeric powder haldi coriander powder dhania garam masala powder red chilli powder kasuri methi dried fenugreek leaves oil
recipe_32762,recipe,14795,Vaalachi Rassa Bhaaji Recipe - Maharashtrian Style Aloo And Vaal Sabzi
ingredient_32763,ingredient,1 vaal beans,1 vaal beans
ingredient_32764,ingredient,sprouted and peeled 1 potato aloo 1 onion,sprouted and peeled 1 potato aloo 1 onion
ingredient_32765,ingredient,finely chopped turmeric powder haldi red chilli powder kashmiri red chilli powder,finely chopped turmeric powder haldi red chilli powder kashmiri red chilli powder
ingredient_32766,ingredient,bedgi chilli powder garam masala powder to be roasted oil 1 2 onion,bedgi chilli powder garam masala powder to be roasted oil 1 2 onion
ingredient_32767,ingredient,grated 2 cloves garlic 1 4 inch ginger for the tempering oil mustard seeds rai kadugu asafoetida hing 1 sprig curry leaves,grated 2 cloves garlic 1 4 inch ginger for the tempering oil mustard seeds rai kadugu asafoetida hing 1 sprig curry leaves
recipe_32768,recipe,14796,South Indian Style Vegetable Kurma Recipe
ingredient_32769,ingredient,use carrots,use carrots
ingredient_32770,ingredient,potatoes and cauliflower 2 onions 2 tomatoes,potatoes and cauliflower 2 onions 2 tomatoes
ingredient_32771,ingredient,pureed 2 green chillies red chilli powder 1 coriander powder dhania turmeric powder haldi black pepper powder salt,pureed 2 green chillies red chilli powder 1 coriander powder dhania turmeric powder haldi black pepper powder salt
ingredient_32772,ingredient,to taste 2 inch cinnamon stick dalchini 3 cardamom elaichi pods seeds 4 cloves laung ginger garlic paste fresh coconut,to taste 2 inch cinnamon stick dalchini 3 cardamom elaichi pods seeds 4 cloves laung ginger garlic paste fresh coconut
ingredient_32773,ingredient,grated poppy seeds 15 to 20 cashew nuts oil salt,grated poppy seeds 15 to 20 cashew nuts oil salt
recipe_32774,recipe,14797,Mughlai Zafrani Murg Recipe
ingredient_32775,ingredient,chopped to bite size curd dahi yogurt fresh cream lemon juice saffron strands red chilli powder cumin powder jeera coriander powder dhania salt,chopped to bite size curd dahi yogurt fresh cream lemon juice saffron strands red chilli powder cumin powder jeera coriander powder dhania salt
ingredient_32776,ingredient,to spinkle coriander dhania leaves,to spinkle coriander dhania leaves
recipe_32777,recipe,14798,"Raw Papaya, Apple & Carrot Salad Recipe"
ingredient_32778,ingredient,grated 1 apple,grated 1 apple
ingredient_32779,ingredient,sliced to julienne raw peanuts moongphali,sliced to julienne raw peanuts moongphali
ingredient_32780,ingredient,pound 1 green chilli,pound 1 green chilli
ingredient_32781,ingredient,chopped 2 sprig mint leaves pudina,chopped 2 sprig mint leaves pudina
ingredient_32782,ingredient,chopped for the dressing 1 lemon juice black pepper powder salt,chopped for the dressing 1 lemon juice black pepper powder salt
recipe_32783,recipe,14799,सिंधी करेला भाजी रेसिपी - Sindhi Karela Bhaji Recipe
ingredient_32784,ingredient,1 1 2 1 2 1 2 1,1 1 2 1 2 1 2 1
recipe_32785,recipe,14800,Andhra Style Sarva Pindi/Gine Pindi Recipe (Rice Flour and Chana Dal Flatbread Recipe)
ingredient_32786,ingredient,rice flour chana dal bengal gram dal,rice flour chana dal bengal gram dal
ingredient_32787,ingredient,soaked for 2 hours 1 sprig curry leaves,soaked for 2 hours 1 sprig curry leaves
ingredient_32788,ingredient,chopped sesame seeds til seeds 1 onion,chopped sesame seeds til seeds 1 onion
ingredient_32789,ingredient,chopped ginger garlic paste turmeric powder haldi red chilli powder salt,chopped ginger garlic paste turmeric powder haldi red chilli powder salt
recipe_32790,recipe,14801,Karela Besan Sabzi Recipe
ingredient_32791,ingredient,karela bitter gourd pavakkai 2 onions,karela bitter gourd pavakkai 2 onions
ingredient_32792,ingredient,finely chopped gram flour besan turmeric powder haldi coriander dhania powder garam masala powder red chilli powder amchur dry mango powder ajwain carom seeds mustard oil salt,finely chopped gram flour besan turmeric powder haldi coriander dhania powder garam masala powder red chilli powder amchur dry mango powder ajwain carom seeds mustard oil salt
recipe_32793,recipe,14802,North Kanara Sweet And Sour Raw Mango Chutney Recipe
ingredient_32794,ingredient,peeled and cut to 1 inch 3 byadagi dried chillies fresh coconut,peeled and cut to 1 inch 3 byadagi dried chillies fresh coconut
ingredient_32795,ingredient,grated asafoetida hing,grated asafoetida hing
ingredient_32796,ingredient,or irani asafoetida jaggery kashmiri red chilli powder salt,or irani asafoetida jaggery kashmiri red chilli powder salt
recipe_32797,recipe,14803,Lal Bhoplyacha Bharit Recipe (Red Pumpkin Raita)
ingredient_32798,ingredient,peeled and chopped hung curd greek yogurt,peeled and chopped hung curd greek yogurt
ingredient_32799,ingredient,whisked adjust oil,whisked adjust oil
ingredient_32800,ingredient,or ghee cumin seeds jeera 2 to 3 green chillies,or ghee cumin seeds jeera 2 to 3 green chillies
ingredient_32801,ingredient,chopped groundnut powder,chopped groundnut powder
ingredient_32802,ingredient,roasted asafoetida hing sugar salt,roasted asafoetida hing sugar salt
ingredient_32803,ingredient,chopped for garnish optional,chopped for garnish optional
recipe_32804,recipe,14804,Kothamalli Kozhukattai (Coriander Rice) Recipe
ingredient_32805,ingredient,rice arhar dal split toor dal chana dal bengal gram dal 2 1 2 water coconut oil mustard seeds rai kadugu fresh coconut,rice arhar dal split toor dal chana dal bengal gram dal 2 1 2 water coconut oil mustard seeds rai kadugu fresh coconut
ingredient_32806,ingredient,grated grind to paste 2 green chillies asafoetida hing black pepper powder cumin seeds jeera 15 curry leaves salt,grated grind to paste 2 green chillies asafoetida hing black pepper powder cumin seeds jeera 15 curry leaves salt
ingredient_32807,ingredient,as per required 4 sprig coriander dhania leaves,as per required 4 sprig coriander dhania leaves
recipe_32808,recipe,14805,Chettinad Muttai Masala Recipe - Chettinad Style Egg Curry
ingredient_32809,ingredient,hard boiled halved onion,hard boiled halved onion
ingredient_32810,ingredient,thinly sliced 1 tomato,thinly sliced 1 tomato
ingredient_32811,ingredient,thinly sliced coriander powder dhania garam masala powder red chilli powder 1 cinnamon stick dalchini 2 cloves laung oil salt,thinly sliced coriander powder dhania garam masala powder red chilli powder 1 cinnamon stick dalchini 2 cloves laung oil salt
ingredient_32812,ingredient,to taste chettinad masala paste coriander dhania seeds 4 cloves garlic 2 inch ginger fresh coconut,to taste chettinad masala paste coriander dhania seeds 4 cloves garlic 2 inch ginger fresh coconut
ingredient_32813,ingredient,grated fennel seeds saunf whole black peppercorns poppy seeds cumin seeds jeera 1 dry red chilli,grated fennel seeds saunf whole black peppercorns poppy seeds cumin seeds jeera 1 dry red chilli
recipe_32814,recipe,14806,Tamil Nadu Style Coconut Chutney Recipe - For Idli And Dosa
ingredient_32815,ingredient,grated 2 green chillies 1 inch ginger lukewarm water salt,grated 2 green chillies 1 inch ginger lukewarm water salt
ingredient_32816,ingredient,to taste ingredients for seasoning mustard seeds rai kadugu white urad dal split oil,to taste ingredients for seasoning mustard seeds rai kadugu white urad dal split oil
ingredient_32817,ingredient,for seasoning 1 sprig curry leaves,for seasoning 1 sprig curry leaves
ingredient_32818,ingredient,finely chopped 1 dry red chilli,finely chopped 1 dry red chilli
recipe_32819,recipe,14807,Masala Methi Bhindi Sabzi Recipe
ingredient_32820,ingredient,chopped to bite size methi leaves fenugreek leaves,chopped to bite size methi leaves fenugreek leaves
ingredient_32821,ingredient,coarsely chopped mustard oil cumin seeds jeera 1 pinch asafoetida hing 1 onion,coarsely chopped mustard oil cumin seeds jeera 1 pinch asafoetida hing 1 onion
ingredient_32822,ingredient,crushed turmeric powder haldi red chilli powder coriander powder dhania garam masala powder amchur dry mango powder salt,crushed turmeric powder haldi red chilli powder coriander powder dhania garam masala powder amchur dry mango powder salt
recipe_32823,recipe,14808,Bihari Chana Dal Puri Recipe
ingredient_32824,ingredient,whole wheat flour chana dal bengal gram dal cumin seeds jeera red chilli powder coriander powder dhania turmeric powder haldi coriander dhania leaves,whole wheat flour chana dal bengal gram dal cumin seeds jeera red chilli powder coriander powder dhania turmeric powder haldi coriander dhania leaves
ingredient_32825,ingredient,chopped finely optional salt,chopped finely optional salt
recipe_32826,recipe,14809,Dahi Wale Makhane Recipe - Lotus Seeds In Curd Gravy
ingredient_32827,ingredient,for the gravy 1 onion,for the gravy 1 onion
ingredient_32828,ingredient,chopped oil turmeric powder haldi red chilli powder coriander powder dhania garam masala powder 1 cardamom elaichi pods seeds 1 cloves laung for the yogurt gravy curd dahi yogurt,chopped oil turmeric powder haldi red chilli powder coriander powder dhania garam masala powder 1 cardamom elaichi pods seeds 1 cloves laung for the yogurt gravy curd dahi yogurt
ingredient_32829,ingredient,at room temperature water salt,at room temperature water salt
ingredient_32830,ingredient,to taste gram flour besan 1 2 inch ginger,to taste gram flour besan 1 2 inch ginger
ingredient_32831,ingredient,chopped for makhana stir fry phool makhana lotus seeds ghee chaat masala powder cumin powder jeera tandoori masala red chilli powder lemon juice,chopped for makhana stir fry phool makhana lotus seeds ghee chaat masala powder cumin powder jeera tandoori masala red chilli powder lemon juice
recipe_32832,recipe,14810,Dahi Wale Paneer Recipe - Paneer In A Curd Gravy
ingredient_32833,ingredient,paneer homemade cottage cheese 3 cloves garlic,paneer homemade cottage cheese 3 cloves garlic
ingredient_32834,ingredient,chopped 2 inch ginger,chopped 2 inch ginger
ingredient_32835,ingredient,chooped 2 fresh red chillies,chooped 2 fresh red chillies
ingredient_32836,ingredient,chopped red bell pepper capsicum,chopped red bell pepper capsicum
ingredient_32837,ingredient,chopped cumin powder jeera coriander powder dhania garam masala powder curd dahi yogurt butter salted 2 onions,chopped cumin powder jeera coriander powder dhania garam masala powder curd dahi yogurt butter salted 2 onions
ingredient_32838,ingredient,sliced homemade tomato puree cashew nuts,sliced homemade tomato puree cashew nuts
ingredient_32839,ingredient,or almonds paste fresh cream coriander dhania leaves,or almonds paste fresh cream coriander dhania leaves
ingredient_32840,ingredient,to garnish lemon juice turmeric powder haldi lemon juice turmeric powder haldi,to garnish lemon juice turmeric powder haldi lemon juice turmeric powder haldi
recipe_32841,recipe,14811,Methi Mushroom Masala Recipe
ingredient_32842,ingredient,button mushrooms curd dahi yogurt kashmiri red chilli powder ginger,button mushrooms curd dahi yogurt kashmiri red chilli powder ginger
ingredient_32843,ingredient,paste oil,paste oil
ingredient_32844,ingredient,chopped homemade tomato puree ginger garlic paste 1 bay leaf tej patta turmeric powder haldi red chilli powder garam masala powder kalonji onion nigella seeds kasuri methi dried fenugreek leaves lemon juice 2 dry red chilli salt,chopped homemade tomato puree ginger garlic paste 1 bay leaf tej patta turmeric powder haldi red chilli powder garam masala powder kalonji onion nigella seeds kasuri methi dried fenugreek leaves lemon juice 2 dry red chilli salt
recipe_32845,recipe,14812,Gujarati Khatta Mag - Green Moong in Buttermilk Curry
ingredient_32846,ingredient,soaked for 4 hours curd dahi yogurt gram flour besan turmeric powder haldi asafoetida hing mustard seeds rai kadugu cumin seeds jeera 2 sprig curry leaves ginger,soaked for 4 hours curd dahi yogurt gram flour besan turmeric powder haldi asafoetida hing mustard seeds rai kadugu cumin seeds jeera 2 sprig curry leaves ginger
ingredient_32847,ingredient,slit oil coriander dhania leaves,slit oil coriander dhania leaves
recipe_32848,recipe,14813,"Oats, Peas & Tofu Stuffed Paratha Recipe"
ingredient_32849,ingredient,for the stuffing tofu,for the stuffing tofu
ingredient_32850,ingredient,crumbled 1 red bell pepper capsicum,crumbled 1 red bell pepper capsicum
ingredient_32851,ingredient,finely chopped green peas matar instant oats oatmeal,finely chopped green peas matar instant oats oatmeal
ingredient_32852,ingredient,soaked in water 1 onion,soaked in water 1 onion
ingredient_32853,ingredient,for kneading water,for kneading water
recipe_32854,recipe,14814,गुजराती खट्टा मग रेसिपी - Gujarati Khatta Mag Recipe
ingredient_32855,ingredient,4 1 2 2 1 4 1 4 1 2 1 2 2 1,4 1 2 2 1 4 1 4 1 2 1 2 2 1
recipe_32856,recipe,14815,पंजाबी मेथी कढ़ी रेसिपी - Punjabi Methi Kadhi Recipe
ingredient_32857,ingredient,1 1 4 1 2 1 1 4,1 1 4 1 2 1 1 4
ingredient_32858,ingredient,1 4 1 4 2 1 1 2 1 ghee,1 4 1 4 2 1 1 2 1 ghee
recipe_32859,recipe,14816,Chow Chow Pasi Paruppu Poriyal Recipe - Chayote Squash And Moong Stir Fry
ingredient_32860,ingredient,3 chow chow chayote squash,3 chow chow chayote squash
ingredient_32861,ingredient,cored and cut into cubes yellow moong dal split,cored and cut into cubes yellow moong dal split
ingredient_32862,ingredient,soaked for 10 minutes 2 green chillies,soaked for 10 minutes 2 green chillies
ingredient_32863,ingredient,grated 2 dry red chillies mustard seeds rai kadugu 1 sprig curry leaves asafoetida hing lemon juice oil salt,grated 2 dry red chillies mustard seeds rai kadugu 1 sprig curry leaves asafoetida hing lemon juice oil salt
recipe_32864,recipe,14817,Maharashtrian Style Dudhi Kajuchi Sonari Amti Recipe - Bottle Gourd And Cashew Nut Sabzi
ingredient_32865,ingredient,cut into small pieces 1 onion,cut into small pieces 1 onion
ingredient_32866,ingredient,chopped 1 inch cinnamon stick dalchini 1 pinch asafoetida hing turmeric powder haldi salt,chopped 1 inch cinnamon stick dalchini 1 pinch asafoetida hing turmeric powder haldi salt
ingredient_32867,ingredient,to taste gram flour besan coconut milk 2 sprig coriander dhania leaves sonari masala 2 inch cinnamon stick dalchini 2 cloves laung coriander dhania seeds mustard seeds rai kadugu whole black peppercorns 2 dry red chilli,to taste gram flour besan coconut milk 2 sprig coriander dhania leaves sonari masala 2 inch cinnamon stick dalchini 2 cloves laung coriander dhania seeds mustard seeds rai kadugu whole black peppercorns 2 dry red chilli
recipe_32868,recipe,14818,Stuffed Bhindi Recipe With Peanuts
ingredient_32869,ingredient,10 bhindi lady finger okra 4 cloves garlic 1 inch ginger 1 onion,10 bhindi lady finger okra 4 cloves garlic 1 inch ginger 1 onion
ingredient_32870,ingredient,pureed extra virgin olive oil,pureed extra virgin olive oil
ingredient_32871,ingredient,for cooking ingredients of the stuffing roasted peanuts moongphali,for cooking ingredients of the stuffing roasted peanuts moongphali
ingredient_32872,ingredient,coarsely powdered sesame seeds til seeds coriander powder dhania garam masala powder turmeric powder haldi red chilli powder amchur dry mango powder gram flour besan sugar salt,coarsely powdered sesame seeds til seeds coriander powder dhania garam masala powder turmeric powder haldi red chilli powder amchur dry mango powder gram flour besan sugar salt
recipe_32873,recipe,14819,Thotakura Vepudu Recipe - Andhra Style Amaranth Greens Stir Fry
ingredient_32874,ingredient,tightly packed 10 cloves garlic 4 green chillies turmeric powder haldi sesame seeds til seeds,tightly packed 10 cloves garlic 4 green chillies turmeric powder haldi sesame seeds til seeds
ingredient_32875,ingredient,dry roasted and powdered 2 dry red chillies mustard seeds rai kadugu cumin seeds jeera white urad dal split 1 sprig curry leaves,dry roasted and powdered 2 dry red chillies mustard seeds rai kadugu cumin seeds jeera white urad dal split 1 sprig curry leaves
recipe_32876,recipe,14820,Maharashtrian Style Farasbi Chi Bhaji Recipe - Beans Cooked With Peanuts
ingredient_32877,ingredient,cut into 1 2 an inch pieces raw peanuts moongphali,cut into 1 2 an inch pieces raw peanuts moongphali
ingredient_32878,ingredient,roasted and coarsely ground maharashtrian goda masala turmeric powder haldi jaggery,roasted and coarsely ground maharashtrian goda masala turmeric powder haldi jaggery
ingredient_32879,ingredient,powdered 1 red chilli powder mustard seeds rai kadugu asafoetida hing 2 sprig curry leaves lemon juice oil salt,powdered 1 red chilli powder mustard seeds rai kadugu asafoetida hing 2 sprig curry leaves lemon juice oil salt
recipe_32880,recipe,14821,पनीर बिरयानी रेसिपी - Paneer Biryani Recipe
ingredient_32881,ingredient,2 250,2 250
ingredient_32882,ingredient,2 4 2 1 2 1 1 3 1 2 2 1 2,2 4 2 1 2 1 1 3 1 2 2 1 2
recipe_32883,recipe,14822,"Til Moongphali Aur Kundru Sabzi Recipe - Sesame, Peanuts And Ivy Gourd Stir Fry"
ingredient_32884,ingredient,sliced to roundels oil mustard seeds rai kadugu 2 dry red chillies 2 sprig curry leaves raw peanuts moongphali,sliced to roundels oil mustard seeds rai kadugu 2 dry red chillies 2 sprig curry leaves raw peanuts moongphali
ingredient_32885,ingredient,coarsely ground sesame seeds til seeds,coarsely ground sesame seeds til seeds
ingredient_32886,ingredient,roasted red chilli powder coriander powder dhania 1 pinch turmeric powder haldi salt,roasted red chilli powder coriander powder dhania 1 pinch turmeric powder haldi salt
recipe_32887,recipe,14823,Broccoli Pakora Masala Recipe - Broccoli In Spicy Yogurt Gravy
ingredient_32888,ingredient,for pakoras broccoli,for pakoras broccoli
ingredient_32889,ingredient,thinly sliced rice flour gram flour besan baking soda lemon juice turmeric powder haldi red chilli powder garam masala powder water salt,thinly sliced rice flour gram flour besan baking soda lemon juice turmeric powder haldi red chilli powder garam masala powder water salt
ingredient_32890,ingredient,to taste for yogurt gravy curd dahi yogurt,to taste for yogurt gravy curd dahi yogurt
ingredient_32891,ingredient,beaten water gram flour besan mustard seeds rai kadugu cumin seeds jeera asafoetida hing,beaten water gram flour besan mustard seeds rai kadugu cumin seeds jeera asafoetida hing
